;ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;Potability;state;sample_id
0;;204.8904554713363;20791.318980747023;7.300211873184757;368.51644134980336;564.3086541722439;10.3797830780847;86.9909704615088;2.9631353806316407;0;Pennsylvania;4b4962b9-fed5-492e-9d28-50d954937c3f
1;3.71608007538699;129.42292051494425;18630.057857970347;6.635245883862;;592.8853591348523;15.18001311635726;56.32907628451764;4.500656274942408;0;Iowa;f1099b93-9195-4bd5-90b7-f0c191a74619
2;8.099124189298397;224.23625939355776;19909.541732292397;9.275883602694089;;418.6062130644815;16.868636929550973;66.42009251176368;3.0559337496641685;0;Wisconsin;5bc660ce-c94c-4631-b69b-b937be4ab7bb
3;8.316765884214679;214.3733940856225;22018.41744077529;8.05933237743854;356.88613564305666;363.2665161642437;18.436524495493305;100.34167436508008;4.628770536837084;0;Maryland;fa912705-9dc8-4224-b5f8-f315f31070a6
4;9.092223456290965;181.10150923612525;17978.98633892625;6.546599974207941;310.13573752420444;398.4108133818447;11.558279443446397;31.997992727424737;4.075075425430034;0;Delaware;1761ae51-da0d-40af-bb86-50819ac3d1bc
5;5.584086638456089;188.3133237696164;28748.68773904612;7.54486878877965;326.6783629116736;280.4679159334877;8.399734640152758;54.91786184199447;2.5597082275565217;0;North Carolina;b60f1914-1402-4405-b59d-d02d43c6f57c
6;10.223862164528772;248.07173527013992;28749.716543528237;7.5134084658313025;393.66339551509645;283.6516335078445;13.789695317519886;84.60355617402357;2.672988736934779;0;Georgia;365b59bb-9ad5-462a-baf5-9fd53b91bc49
7;8.635848718500734;203.3615225845705;13672.091763901635;4.563008685599703;303.3097711592812;474.6076449424485;12.36381669870525;62.79830896292516;4.401424715445482;0;New York;df665525-6b3a-41ea-9c4d-e79920c6ea9a
8;;118.98857909025187;14285.583854224516;7.804173553073094;268.646940746221;389.3755658712614;12.70604896865791;53.92884576751224;3.5950171809576155;0;Georgia;d31612a8-67d1-458e-aaed-8f8f4256ccc3
9;11.180284470721592;227.23146923797455;25484.50849098786;9.077200016914391;404.04163468409;563.8854814810949;17.92780641128502;71.97660103221915;4.370561936655497;0;Wyoming;a92b253f-1fee-479f-bc5e-bdb9e812770a
10;7.360640105838258;165.52079725952862;32452.614409143884;7.550700906704114;326.62435345560164;425.3834194953873;15.586810438033126;78.74001566430479;3.662291782852457;0;Idaho;b3c7b2fc-daf4-41b5-bba6-287c1d416f17
11;7.974521648923869;218.69330048866644;18767.65668181348;8.110384501123875;;364.0982304620487;14.525745697593209;76.48591117965157;4.011718108339787;0;Massachusetts;eb890e33-e08c-496d-9fbd-20e306536065
12;7.119824384264552;156.70499334039215;18730.813653342717;3.60603609050572;282.3440504739606;347.71502726194376;15.9295359088257;79.5007783369744;3.445756223321899;0;North Dakota;0b7e331b-4f66-4a8b-836b-ac19ea8be137
13;;150.1749233951362;27331.36196192776;6.838223470687509;299.41578134685847;379.7618348257725;19.370807181232124;76.5099955279583;4.413974182974902;0;Maine;3bb21feb-e2a6-4c13-852e-e1330f218552
14;7.49623220797336;205.34498215818516;28388.00488673697;5.072557773840631;;444.6453523327066;13.228311099224529;70.30021264692436;4.777382337225378;0;California;8ac96aeb-1c55-48fc-b37a-bf48d4f0f6c9
15;6.347271760539316;186.73288066057611;41065.23476453935;9.629596276480584;364.4876872467604;516.743281893657;11.53978119153942;75.07161728663777;4.376348290691898;0;Georgia;b8976e1d-2bbe-4055-b747-5539675016bd
16;7.051785800016845;211.04940606054575;30980.600786788866;10.094796011661426;;315.1412672443021;20.39702184072246;56.65160378979331;4.268428857506186;0;South Dakota;06bdb48c-1488-4fbc-a329-9177b4fb727a
17;9.181560007151536;273.81380665980095;24041.32628006128;6.904989726470096;398.3505168222779;477.9746418621779;13.387340780225545;71.4573622129516;4.503660796179122;0;Hawaii;e4521d54-cc76-44c3-b552-29b4f910a887
18;8.975464347533963;279.3571667700924;19460.398131232112;6.204320858892474;;431.44398999034894;12.88875905430399;63.82123709666397;2.4360855903052734;0;Kentucky;326647bb-46a2-4350-b14f-4475dc19eaf7
19;7.371050302429531;214.49661045715655;25630.320036999725;4.432669290372123;335.75443859606526;469.9145514792359;12.509163940498697;62.79727715266126;2.5602991476149146;0;Utah;717225df-153b-42e7-b927-9bf7defa8da1
20;;227.435048351156;22305.56741374141;10.33391788821868;;554.8200864605433;16.33169328269446;45.38281517787093;4.13342264357917;0;New York;b73ece41-be97-4078-8e1c-30ce92148b12
21;6.660212026118103;168.28374685651832;30944.363591242687;5.858769130547582;310.93085831787846;523.6712975009444;17.88423519296481;77.0423180517003;3.7497012410996176;0;Georgia;e96b4eeb-44da-4209-a575-f68d20afc496
22;;215.97785868806776;17107.224225827616;5.607060453087125;326.943977743867;436.2561939726492;14.189062206123708;59.85547582615388;5.459250956028731;0;Mississippi;fa4270eb-ab29-4729-878e-1da074f55f37
23;3.902475685915096;196.9032467083208;21167.50009896877;6.996311586298768;;444.478882506898;16.609033155789916;90.1816758847452;4.528522696326911;0;Texas;b32d74cb-13c4-4f0b-87e1-b66621fadf21
24;5.400301780729467;140.7390622511396;17266.593421923077;10.056852484033495;328.3582406986835;472.8740732754293;11.256381166909478;56.9319064457562;4.824786389767524;0;Nevada;530a8bf7-6076-460c-b9e8-6a2a53447839
25;6.514415093251676;198.7673512594561;21218.702871190195;8.67093691991312;323.5963490101317;413.2904500885347;14.899999566696977;79.84784281372556;5.200885076539757;0;Iowa;36eff3b4-ccd3-4589-8682-fa158a6b75a8
26;3.4450618643852127;207.92626018799376;33424.7686784948;8.782147480773485;384.0070058017212;441.7858756739387;13.80590221127079;30.284597198002704;4.184396969028851;0;North Carolina;7bc7d184-393f-4666-9a1b-898704ae72ad
27;;145.76818060217258;13224.935638976958;7.906444720606137;304.0019927974152;298.99066649993244;12.729524720542258;49.536848802021865;4.004871127571583;0;Massachusetts;6dea32f0-7315-4061-b492-156d17174242
28;;266.4210180681174;26362.965012309312;7.700063469729127;395.3894903418456;364.48010670373776;10.34895075743782;53.00838135392041;3.9915642477993063;0;North Dakota;299dba20-26bc-412b-90f3-d1decc44bb59
29;;148.15306144508662;15193.41347396722;9.04683270725723;307.01179262256534;563.8047433250861;16.56865556799744;52.67618503420983;6.0381849531835865;0;Iowa;08e9cf49-1f71-474c-8b70-1a3af91c34cf
30;7.181448580829175;209.62560053629045;15196.229987483845;5.994678646449973;338.3364310774872;342.1112862851926;7.92259833302262;71.5379532557936;5.088859989138795;0;Illinois;95539237-1418-46be-bdf9-f97c92e5535d
31;9.82548990813439;190.7566182870043;19677.892465552013;6.757540731413941;;452.8362348772383;16.8990378000164;47.08197118577765;2.857472426051184;0;Idaho;df399a0e-b34a-4a73-be08-423314e7bbdc
32;10.43329098280438;117.79122955039698;22326.89204571865;8.161504810728331;307.70750861182404;412.9868337903324;12.890708564511783;65.73347838938281;5.057310516515726;0;New York;cd809bc8-e5a3-4a39-9c1e-c478b90ba527
33;7.414148196336244;235.04453448737107;32555.85253707369;6.845952023844903;387.1753164773568;411.983364167012;10.2448150683598;44.48929725226032;3.160624468232638;0;New York;d34f2de1-1d2d-4913-8ce7-ffcd9ba8fece
34;;232.2804520235321;14787.206264858174;5.474914831733126;;383.9817230247576;12.16693714505169;86.08072748444091;5.029166724080735;0;Michigan;e648a552-5fdd-4b8b-a261-6c5a2b997958
35;5.115817063771218;191.95274297485884;19620.545328612152;6.060712994989327;323.8363839136296;441.7483793248687;10.96648615295345;49.23823132273568;3.9020887676437535;0;Tennessee;7aee1b52-86c8-4ee9-9d7d-f2648404bf2c
36;3.641629777473381;183.9087222618269;24752.072459755404;5.538314133481364;286.0595560492713;456.8600959410411;9.03406675271333;73.5946567566564;3.464353035155024;0;South Dakota;34dbd580-faa1-4b70-b39d-2e3ce84bb1a0
37;5.618064405909149;304.23591211231667;17281.97516841161;6.101083505101921;;399.47156628109417;12.2650015775136;81.58899245649904;2.8965469413044738;0;Texas;1a2df4d2-fac8-4865-bf96-bbb141346a43
38;;143.45373131192335;19942.27321818484;5.89075458310612;;427.1306714819022;22.46989198835695;53.12409421895881;2.90756391519334;0;California;7711b60b-d170-4729-9751-2f4f9f24e9cd
39;9.267187530763549;198.614394719096;24683.723566029654;6.110612421393192;328.0775332014693;396.8769490579176;16.471969353155146;30.383314574642014;4.324004645618281;0;Massachusetts;203593c3-f8ce-4802-9530-b668679fda12
40;;233.8589956912124;11703.923907047854;4.599387943421727;309.03932035276006;349.3996325323045;18.33889254980602;42.67746528271937;3.510004044590529;0;Virginia;a0640db2-b789-4324-bd2c-62af81b86e30
41;5.331940479018537;194.87406544579957;16658.876503163574;7.993829562375316;316.6751618281669;335.1203984374612;10.180513802631594;59.57271371122687;4.434820257956548;0;Washington;e9b7a1dd-a611-4d68-b59a-521b35ff6994
42;7.145771545218821;238.68992851166007;28780.340431632725;6.81402870120907;385.9756504867898;332.0327063306858;11.093163397452656;66.13804474710018;5.182590703980226;0;Idaho;50329dae-60bc-4870-8981-6bc8fbe51c78
43;9.920691058768153;202.8174830014264;9973.934059208535;6.882248306781502;337.35052910963714;333.19246993768064;23.917601261274967;71.833623959766;4.69070723013249;0;New Jersey;a8f2ed17-3db9-4d3c-ab61-56d2bc4f43a9
44;4.758439424671477;183.3494541059977;21568.428779035887;4.731348984614181;;403.9441682092025;18.66822945752125;66.91240003430596;4.542801461749175;0;Massachusetts;9816c7a9-80dd-4681-bc88-b1047fdaa18e
45;5.702925976824722;216.8504738726152;35606.44017680798;7.1843510891688;;504.63826042575033;16.140790019197993;77.53618351780308;4.137739016206605;0;Washington;f83fe7f1-f6d8-42ad-957e-1590a187a6d6
46;6.953864225511059;209.6382929790206;10575.18628088936;4.462707246137983;315.60659440039234;391.1843150860056;13.28533391608596;87.39088897956339;3.195710328196264;0;Mississippi;fa2c9edd-dd0f-436d-8eed-4e951b7df389
47;10.68296642580598;173.3754983501208;15758.740621388915;5.570783575394459;307.35258576592696;323.8079132465807;10.0908697516698;78.47278445385454;3.999775381550061;0;Montana;7963f90d-389c-453f-895b-662e5dcf5da3
48;;129.89057234567383;34415.853145873094;6.321928990361139;304.5352242338838;470.3291685421987;18.59940992382127;72.40363386888095;4.40558600033858;0;Florida;e9b441d5-900b-4de4-b62e-06387c9a671e
49;8.757257397440991;200.19140044205727;21536.22468744541;4.915101054543186;317.88290049783706;404.7177991564453;13.768323306421337;47.93087187711021;3.6261354416122304;0;North Carolina;42c6cc14-028a-48e4-ade3-b0220f5c44d9
50;;168.38843077429533;27492.30730658781;7.046224797696413;299.8204779108216;383.7950199903258;16.18206649367437;75.72943388991457;3.048057223106976;0;Iowa;d9263f59-f017-434b-b8f4-193b135b9528
51;7.80963189801941;100.4576150915831;12013.550628764531;5.212314602065352;247.2008260476431;605.2201243500056;9.611348740011238;66.08417363713342;2.447444463910633;0;Rhode Island;2a03c735-6e2f-458d-bbf9-1bcd529bb805
52;6.652488090855707;145.0101719190834;19871.788448305862;4.961066380191502;288.0521917368515;545.974993762403;10.942024256012132;71.7274140605346;3.742090426349668;0;Idaho;9ccfbfc5-86e1-4e18-bd8f-c5feb10536d6
53;9.14719705533692;211.71414177764132;11920.610835646206;7.2307947693374;339.7519188007938;527.7089100130407;18.27531210927765;47.63488493437153;3.7945315911032105;0;Texas;15840f25-38e2-414f-a26a-2b02ba6d2a0f
54;10.560744636218196;181.89336556155357;21783.65103336337;6.991259996238134;340.39037835517297;456.5564021223438;16.48283536696391;34.2520490783523;3.964686350022129;0;Washington;5bc45396-085e-46c9-a477-78fc9332a5c7
55;7.484254837727466;260.09217257337195;30616.615148853696;9.379133540507624;;404.6707773281626;15.934483871207078;66.6210265451665;4.781188176562564;0;Georgia;0c3d21b9-0e9a-4213-aa6e-698331f13214
56;8.520806572970303;238.3351124555097;28779.6500110336;8.282808464509609;381.6493228718946;481.3188026886131;6.016336609271207;39.09117136225335;3.9406045297946832;0;Kansas;9d9865e1-7d95-4e36-aa7d-74a5e90662f7
57;4.999413810796919;190.28705014936028;24323.865903045946;7.230164126862036;324.8930378422557;405.3304820275903;8.236557503105303;99.42738491828506;4.460683931737437;0;Minnesota;c813df69-49dd-4169-972f-a637557e723b
58;;157.80119355420416;16963.625011737488;8.335618549876713;300.04423428111204;360.99599448807487;12.823860949370784;71.7170050975215;4.405385705659032;0;West Virginia;cc471720-1c8a-4360-828b-988b492c4840
59;;155.05572682593436;20557.240431752216;8.187319049670325;;290.18098311050545;16.622255183892094;59.622057462107946;4.089907689677867;0;Idaho;34e185b2-1fc0-4ed0-805a-deaf369833ce
60;3.9060783549561697;233.4028350124758;32144.79993361832;6.9948396173050975;348.3594482139767;269.4490512269393;9.6541256002684;63.74306384016444;3.902879711657464;0;Arkansas;6d17fb0b-bea2-4388-aedf-4d793131458e
61;6.391353623832183;213.0178296827953;20965.478308853573;5.375559891974689;327.65054252170705;369.3381209158568;13.75810517074376;17.915722569180794;3.92374916929651;0;Georgia;7b539042-5d59-4f79-b80a-eedd34647335
62;;229.48569367886049;35729.692708630326;8.810843045016396;384.9437789484208;296.3975472430137;16.92709217980689;;3.8556022119167;0;North Carolina;83be267b-c6ee-426d-bb2f-fae728af548e
63;8.692092012708041;195.1437387840549;24656.23967944457;8.23190033837729;;398.3454180035162;12.380770792752344;48.440724865546855;4.477960248233931;0;Michigan;52c71e77-3615-4ee0-93e7-0c0615aafe83
64;8.085759800882219;127.73967382937272;32653.910360267582;6.534237410114922;;416.2396300704016;11.119659254793705;78.27505003771154;4.068688909481666;0;California;0e332a86-7e6f-4900-a79a-3bae1e603114
65;6.203977702278348;212.30661828668616;21815.07414790552;7.873991884545469;;362.10800431396245;14.9330126610987;63.87381994728531;5.215689206119035;0;New York;02890de4-db8d-4b25-a376-0942b73905fa
66;5.058108868565138;238.56938041349943;34873.9345228707;8.983276144386597;374.4335045168568;669.725086180179;13.353181433963528;76.52179974552398;5.106655774420084;0;Nebraska;bc1404dd-981b-4330-b54e-3f64204e7f49
67;;103.46475866009456;27420.16742458204;8.417305032089528;;485.97450045781375;11.351132730708514;67.8699636759021;4.620793451653219;0;Connecticut;dbd28e3a-3e70-4db1-b5fe-a06b81a9e6c2
68;;211.20052600889707;12830.484133775428;4.502117033961811;326.9615175657507;333.3298479586677;16.04514847686687;49.89840563542835;3.4397400415499195;0;Maine;9bcb220a-8de7-439d-87c4-fa28d9f19c40
69;7.261550522070718;179.88978823788457;24964.777703096523;5.837086492837437;349.26927130145657;501.18278074341;17.287713278296337;50.99300645308109;3.636364182680497;0;Texas;d47ef089-ac6f-4cef-b6ad-71accc9a7f65
